0.000010, 0.400000, 0.500000, 1.000000, -0.993587, 1.559124
0.000010, 0.400000, 0.500000, 3.000000, -0.611249, 1.007841
0.000010, 0.400000, 0.500000, 5.000000, -0.155087, 0.474227
0.000010, 0.400000, 0.500000, 7.000000, -0.098729, 0.114505
0.000010, 0.400000, 0.500000, 9.000000, -0.121861, 0.114260
0.000010, 0.400000, 0.625000, 1.000000, -0.821233, 1.335156
0.000010, 0.400000, 0.625000, 3.000000, -0.408456, 0.929175
0.000010, 0.400000, 0.625000, 5.000000, -0.121163, 0.187438
0.000010, 0.400000, 0.625000, 7.000000, -0.111668, 0.150004
0.000010, 0.400000, 0.625000, 9.000000, -0.133954, 0.125479
0.000010, 0.400000, 0.750000, 1.000000, -1.288059, 2.240173
0.000010, 0.400000, 0.750000, 3.000000, -0.259106, 0.369930
0.000010, 0.400000, 0.750000, 5.000000, -0.155305, 0.275542
0.000010, 0.400000, 0.750000, 7.000000, -0.096058, 0.121964
0.000010, 0.400000, 0.750000, 9.000000, -0.128821, 0.118317
0.000010, 0.400000, 0.875000, 1.000000, -0.853448, 1.232642
0.000010, 0.400000, 0.875000, 3.000000, -0.382213, 0.771775
0.000010, 0.400000, 0.875000, 5.000000, -0.108351, 0.159462
0.000010, 0.400000, 0.875000, 7.000000, -0.086926, 0.111288
0.000010, 0.400000, 0.875000, 9.000000, -0.144191, 0.128529
0.000010, 0.400000, 1.000000, 1.000000, -1.067760, 1.742945
0.000010, 0.400000, 1.000000, 3.000000, -0.249057, 0.538545
0.000010, 0.400000, 1.000000, 5.000000, -0.164828, 0.384459
0.000010, 0.400000, 1.000000, 7.000000, -0.081236, 0.103589
0.000010, 0.400000, 1.000000, 9.000000, -0.125195, 0.103092
0.002258, 0.400000, 0.500000, 1.000000, -1.386612, 1.980526
0.002258, 0.400000, 0.500000, 3.000000, -0.510744, 0.921583
0.002258, 0.400000, 0.500000, 5.000000, -0.176628, 0.293163
0.002258, 0.400000, 0.500000, 7.000000, -0.085538, 0.108640
0.002258, 0.400000, 0.500000, 9.000000, -0.122087, 0.127810
0.002258, 0.400000, 0.625000, 1.000000, -0.869772, 1.257055
0.002258, 0.400000, 0.625000, 3.000000, -0.432101, 0.743819
0.002258, 0.400000, 0.625000, 5.000000, -0.161712, 0.210131
0.002258, 0.400000, 0.625000, 7.000000, -0.107433, 0.141579
0.002258, 0.400000, 0.625000, 9.000000, -0.154232, 0.140399
0.002258, 0.400000, 0.750000, 1.000000, -1.021996, 1.493746
0.002258, 0.400000, 0.750000, 3.000000, -0.406214, 0.739069
0.002258, 0.400000, 0.750000, 5.000000, -0.145745, 0.351143
0.002258, 0.400000, 0.750000, 7.000000, -0.099464, 0.119084
0.002258, 0.400000, 0.750000, 9.000000, -0.118956, 0.103268
0.002258, 0.400000, 0.875000, 1.000000, -1.175231, 1.745600
0.002258, 0.400000, 0.875000, 3.000000, -0.319762, 0.523400
0.002258, 0.400000, 0.875000, 5.000000, -0.161969, 0.460009
0.002258, 0.400000, 0.875000, 7.000000, -0.071834, 0.089228
0.002258, 0.400000, 0.875000, 9.000000, -0.143809, 0.124182
0.002258, 0.400000, 1.000000, 1.000000, -1.249738, 3.073742
0.002258, 0.400000, 1.000000, 3.000000, -0.330804, 0.662985
0.002258, 0.400000, 1.000000, 5.000000, -0.103923, 0.167245
0.002258, 0.400000, 1.000000, 7.000000, -0.100670, 0.126907
0.002258, 0.400000, 1.000000, 9.000000, -0.142152, 0.118626
0.004505, 0.400000, 0.500000, 1.000000, -1.769799, 3.497062
0.004505, 0.400000, 0.500000, 3.000000, -0.494610, 0.775650
0.004505, 0.400000, 0.500000, 5.000000, -0.168561, 0.274622
0.004505, 0.400000, 0.500000, 7.000000, -0.121028, 0.137205
0.004505, 0.400000, 0.500000, 9.000000, -0.147605, 0.139156
0.004505, 0.400000, 0.625000, 1.000000, -1.175363, 1.747129
0.004505, 0.400000, 0.625000, 3.000000, -0.474940, 0.550645
0.004505, 0.400000, 0.625000, 5.000000, -0.133311, 0.234756
0.004505, 0.400000, 0.625000, 7.000000, -0.112119, 0.137890
0.004505, 0.400000, 0.625000, 9.000000, -0.147938, 0.144286
0.004505, 0.400000, 0.750000, 1.000000, -0.901230, 1.388422
0.004505, 0.400000, 0.750000, 3.000000, -0.313772, 0.571472
0.004505, 0.400000, 0.750000, 5.000000, -0.111232, 0.185582
0.004505, 0.400000, 0.750000, 7.000000, -0.094950, 0.119437
0.004505, 0.400000, 0.750000, 9.000000, -0.159963, 0.146007
0.004505, 0.400000, 0.875000, 1.000000, -0.872018, 1.387919
