500.000000, 0.400000, 0.000000, -0.918257, 2.065774
500.000000, 0.400000, 0.100000, -1.216243, 2.655908
500.000000, 0.400000, 0.200000, -0.879226, 1.996513
500.000000, 0.400000, 0.300000, -0.432987, 1.169824
500.000000, 0.400000, 0.400000, -0.402649, 1.390427
500.000000, 0.400000, 0.500000, -3.513931, 33.522856
500.000000, 0.400000, 0.600000, -8.330573, 57.817377
500.000000, 0.400000, 0.700000, -27.532699, 128.094400
500.000000, 0.400000, 0.800000, -118.792747, 287.139551
500.000000, 0.400000, 0.900000, -217.860183, 446.453746
500.000000, 0.444444, 0.000000, -0.698968, 1.644875
500.000000, 0.444444, 0.100000, -1.050676, 2.248735
500.000000, 0.444444, 0.200000, -0.622631, 1.605551
500.000000, 0.444444, 0.300000, -0.905062, 2.257626
500.000000, 0.444444, 0.400000, -0.422709, 1.545283
500.000000, 0.444444, 0.500000, -0.238021, 0.836982
500.000000, 0.444444, 0.600000, -11.034996, 65.078516
500.000000, 0.444444, 0.700000, -42.545574, 197.197234
500.000000, 0.444444, 0.800000, -134.311917, 287.648851
500.000000, 0.444444, 0.900000, -265.014398, 503.215024
500.000000, 0.488889, 0.000000, -1.037758, 2.297124
500.000000, 0.488889, 0.100000, -1.379617, 2.593920
500.000000, 0.488889, 0.200000, -0.821365, 1.983157
500.000000, 0.488889, 0.300000, -0.436165, 1.250781
500.000000, 0.488889, 0.400000, -0.564234, 1.535209
500.000000, 0.488889, 0.500000, -3.596579, 19.382575
500.000000, 0.488889, 0.600000, -6.121975, 24.189777
500.000000, 0.488889, 0.700000, -40.795199, 227.714767
500.000000, 0.488889, 0.800000, -206.914322, 461.633967
500.000000, 0.488889, 0.900000, -249.416186, 395.816247
500.000000, 0.533333, 0.000000, -1.353251, 2.388425
500.000000, 0.533333, 0.100000, -1.060416, 1.998422
500.000000, 0.533333, 0.200000, -0.844607, 1.831512
500.000000, 0.533333, 0.300000, -0.783757, 1.954998
500.000000, 0.533333, 0.400000, -0.545273, 1.703706
500.000000, 0.533333, 0.500000, -3.457115, 26.046520
500.000000, 0.533333, 0.600000, -12.112195, 63.437243
500.000000, 0.533333, 0.700000, -72.235767, 292.830018
500.000000, 0.533333, 0.800000, -209.563679, 419.099585
500.000000, 0.533333, 0.900000, -316.615457, 644.303998
500.000000, 0.577778, 0.000000, -1.116254, 2.175834
500.000000, 0.577778, 0.100000, -0.989438, 2.050976
500.000000, 0.577778, 0.200000, -0.915430, 1.970435
500.000000, 0.577778, 0.300000, -0.822780, 2.007358
500.000000, 0.577778, 0.400000, -0.483876, 1.346531
500.000000, 0.577778, 0.500000, -2.596597, 14.049739
500.000000, 0.577778, 0.600000, -6.447753, 30.718399
500.000000, 0.577778, 0.700000, -84.673398, 246.229422
500.000000, 0.577778, 0.800000, -287.050745, 908.639089
500.000000, 0.577778, 0.900000, -459.392902, 1209.656364
500.000000, 0.622222, 0.000000, -1.418484, 2.456734
500.000000, 0.622222, 0.100000, -1.230375, 2.324779
500.000000, 0.622222, 0.200000, -0.818471, 1.818527
500.000000, 0.622222, 0.300000, -0.908356, 2.118215
500.000000, 0.622222, 0.400000, -0.901142, 3.577924
500.000000, 0.622222, 0.500000, -40.038288, 394.320614
500.000000, 0.622222, 0.600000, -39.902144, 266.723635
500.000000, 0.622222, 0.700000, -185.056931, 639.752663
500.000000, 0.622222, 0.800000, -287.245269, 722.978881
500.000000, 0.622222, 0.900000, -274.229927, 598.694597
500.000000, 0.666667, 0.000000, -1.697882, 2.584237
500.000000, 0.666667, 0.100000, -1.403872, 2.502506
500.000000, 0.666667, 0.200000, -1.247684, 2.552467
500.000000, 0.666667, 0.300000, -0.839252, 1.941286
500.000000, 0.666667, 0.400000, -0.715821, 1.854776
500.000000, 0.666667, 0.500000, -40.449435, 377.733011
500.000000, 0.666667, 0.600000, -25.774144, 110.375658
500.000000, 0.666667, 0.700000, -132.576553, 355.983568
500.000000, 0.666667, 0.800000, -319.931988, 503.531983
500.000000, 0.666667, 0.900000, -223.670579, 462.309917
500.000000, 0.711111, 0.000000, -1.403919, 2.511559
500.000000, 0.711111, 0.100000, -1.284610, 2.417589
500.000000, 0.711111, 0.200000, -1.158905, 2.278431
500.000000, 0.711111, 0.300000, -1.034484, 1.978892
500.000000, 0.711111, 0.400000, -0.904523, 1.905946
500.000000, 0.711111, 0.500000, -5.131981, 28.386874
500.000000, 0.711111, 0.600000, -23.754905, 64.067054
500.000000, 0.711111, 0.700000, -367.603015, 1102.565428
500.000000, 0.711111, 0.800000, -331.001601, 779.170370
500.000000, 0.711111, 0.900000, -237.133871, 431.297996
500.000000, 0.755556, 0.000000, -1.442236, 2.482740
500.000000, 0.755556, 0.100000, -1.034400, 2.024911
500.000000, 0.755556, 0.200000, -1.427601, 2.511945
500.000000, 0.755556, 0.300000, -1.015161, 2.001510
500.000000, 0.755556, 0.400000, -2.147490, 10.941211
500.000000, 0.755556, 0.500000, -28.524236, 258.760636
500.000000, 0.755556, 0.600000, -80.406364, 548.946015
500.000000, 0.755556, 0.700000, -369.090894, 1277.406578
500.000000, 0.755556, 0.800000, -303.833935, 480.528267
500.000000, 0.755556, 0.900000, -297.807826, 587.993578
500.000000, 0.800000, 0.000000, -1.294723, 2.485391
500.000000, 0.800000, 0.100000, -2.105980, 3.199564
500.000000, 0.800000, 0.200000, -1.654325, 2.786006
500.000000, 0.800000, 0.300000, -0.591152, 1.202918
500.000000, 0.800000, 0.400000, -2.862604, 11.932326
500.000000, 0.800000, 0.500000, -12.873125, 49.649098
500.000000, 0.800000, 0.600000, -63.477664, 275.589088
